cust_id,age,gender,account_type,mob,state,"wallet_segment(15,50,+)",avg_monthly_balance,avg_monthly_spend,total_balance,credit_score,invested_products
384,41,Female,Investment,38,MN,HW,16856,17251,83885,>=740,1
385,50,Male,Investment,49,KT,LW,11021,7148,7746,>=670 & <740,2
386,44,Female,Saving,41,WS,HW,33759,35069,132416,>=670 & <740,5
387,21,Male,Checking,36,CA,HW,38543,28974,-38810,>=740,0
388,26,Female,Investment,55,FL,MW,76904,79184,-2280,>=740,1
389,64,Female,Saving,42,KT,LW,53760,64999,192562,>=670 & <740,5
390,74,Female,Checking,17,NJ,MW,15577,17598,13556,>=740,0
391,37,Female,Checking,94,KT,MW,7539,6815,31604,>=670 & <740,3
392,40,Male,Saving,52,MS,LW,42297,53059,-21524,>=740,0
393,55,Male,Saving,47,MS,MW,100,117,383,>=740,0
394,60,Male,Investment,3,MS,MW,75786,73898,229246,>=740,2
395,48,Male,Saving,89,MS,MW,59486,71115,143571,>=740,4
396,62,Male,Checking,14,KT,HW,18270,12897,5373,>=740,1
397,56,Male,Checking,67,CA,MW,100,96,104,>=740,3
398,31,Female,Checking,31,MS,LW,63846,43421,-109838,>=620 & <670,0
399,67,Male,Investment,93,NJ,HW,27136,32017,12493,>=670 & <740,3
400,21,Male,Saving,6,NE,MW,60945,73687,170093,>=620 & <670,0
401,18,Male,Investment,83,WS,MW,100,140,80,>=740,5
402,23,Female,Checking,24,NJ,MW,15015,22013,-43007,>=740,3
403,69,Female,Investment,22,NJ,LW,30131,37777,22485,>=670 & <740,4
404,48,Female,Saving,79,FL,HW,31174,35857,115330,>=740,3
405,25,Female,Checking,6,NJ,LW,18748,16550,79388,>=740,2
406,51,Male,Checking,85,CA,MW,45571,54563,55174,>=620 & <670,4
407,75,Male,Saving,83,WS,MW,3309,3382,6472,>=620 & <670,3
408,38,Male,Checking,36,MS,MW,26440,28963,-10092,>=740,1
409,23,Female,Checking,74,MN,LW,33007,34611,64410,>=740,5
410,59,Male,Saving,52,FL,LW,42860,46896,-97828,>=740,4
411,53,Male,Investment,86,MN,HW,47790,44301,-40812,>=740,3
412,39,Female,Investment,85,TX,HW,1883,1323,8652,>=620 & <670,2
413,40,Female,Investment,67,TX,HW,100,64,-56,>=620 & <670,5
414,65,Female,Saving,33,LS,LW,61941,43895,159974,>=670 & <740,1
415,63,Female,Saving,97,FL,LW,38307,44815,185027,>=740,3
416,47,Male,Checking,1,KT,HW,11287,12392,-4420,>=740,1
417,62,Male,Investment,17,NJ,MW,68778,78440,-107426,>=670 & <740,4
418,62,Male,Checking,51,TX,HW,32891,33139,-496,>=670 & <740,4
419,62,Female,Investment,71,TX,HW,59482,85770,185352,>=670 & <740,1
420,57,Female,Investment,45,WS,HW,31687,37551,-49279,>=740,0
421,66,Female,Investment,62,LS,MW,81518,97857,32501,>=740,3
422,69,Male,Investment,14,MS,MW,73883,47858,-21833,>=670 & <740,1
423,36,Female,Saving,8,NE,LW,23775,25844,-32051,>=620 & <670,4
424,73,Male,Investment,83,KT,MW,54289,57537,153123,>=740,5
425,21,Female,Checking,54,TX,HW,46134,29914,187062,>=670 & <740,4
426,73,Female,Saving,82,TX,HW,64215,70119,180837,>=740,5
427,30,Female,Checking,23,NJ,LW,5876,4444,24936,>=670 & <740,0
428,45,Female,Investment,34,WS,LW,47151,64191,-145422,>=670 & <740,5
429,27,Male,Saving,42,LS,LW,56460,81254,38538,>=740,4
430,53,Female,Saving,91,TX,MW,100,146,354,>=740,4
431,28,Female,Investment,69,FL,LW,418,334,-166,>=670 & <740,2
432,36,Male,Investment,68,MN,HW,100,134,466,>=620 & <670,5
433,40,Female,Saving,83,LS,HW,23264,19063,-33925,>=670 & <740,0
434,42,Female,Investment,93,NE,LW,47938,51062,-60434,>=740,0
435,36,Male,Checking,66,NJ,HW,67558,50712,287078,>=740,0
436,31,Male,Investment,55,NJ,LW,31852,42868,19640,>=740,0
437,65,Male,Saving,59,TX,LW,70715,47090,160,>=740,0
438,54,Male,Checking,53,FL,MW,100,96,204,>=670 & <740,5
439,25,Male,Investment,93,LS,LW,100,127,-27,>=670 & <740,4
440,24,Female,Investment,39,LS,LW,28611,36872,-33044,>=670 & <740,5
441,19,Female,Saving,69,CA,LW,39601,37695,84920,>=740,1
442,37,Female,Saving,71,KT,LW,29182,18606,71486,>=740,4
443,23,Female,Saving,96,TX,LW,100,141,218,>=620 & <670,1
444,32,Female,Saving,15,WS,MW,27771,30841,-95593,>=740,4
445,22,Female,Investment,9,NE,LW,100,125,25,>=670 & <740,1
446,60,Male,Saving,37,LS,LW,46741,36184,42228,>=670 & <740,4
447,60,Female,Investment,75,WS,MW,39164,36345,-27888,>=620 & <670,0
448,38,Male,Saving,92,FL,LW,6503,6005,21003,>=740,3
449,47,Female,Checking,100,NE,MW,17153,11971,90947,>=740,2
450,72,Male,Investment,26,NE,HW,3519,4095,17019,>=740,0
451,72,Male,Investment,75,FL,HW,28433,22504,-39079,>=740,4
452,48,Male,Checking,51,CA,HW,53878,60916,39802,>=670 & <740,4
453,50,Male,Checking,47,KT,LW,5356,4365,18050,>=740,4
454,26,Female,Saving,23,LS,HW,42601,50843,-118170,>=670 & <740,0
455,32,Female,Saving,9,NE,MW,16743,10690,1416,>=670 & <740,3
456,47,Male,Saving,84,TX,LW,10178,14977,16137,>=740,5
457,34,Male,Checking,84,FL,MW,27324,32460,-70056,>=670 & <740,1
458,51,Female,Checking,45,MN,HW,4118,5758,-7398,>=670 & <740,1
459,32,Male,Investment,83,NE,LW,16158,12412,36062,>=740,1
460,44,Female,Investment,15,MN,MW,100,103,294,>=740,3
461,19,Male,Saving,17,LS,MW,79118,57063,338527,>=740,4
462,27,Male,Saving,34,WS,MW,30881,29797,124608,>=740,5
463,64,Female,Saving,28,MN,MW,12506,12809,24406,>=670 & <740,3
464,56,Male,Investment,99,WS,MW,35349,37460,-41682,>=670 & <740,4
465,55,Male,Saving,49,FL,LW,27191,16719,69079,>=740,1
466,56,Male,Saving,61,LS,MW,24475,34019,88356,>=620 & <670,3
467,60,Male,Investment,70,MS,HW,45354,58841,36760,>=740,3
468,41,Male,Investment,68,FL,LW,48937,64698,1654,>=740,5
469,66,Male,Checking,18,NE,MW,16737,13544,-23895,>=740,4
470,44,Female,Saving,1,MS,MW,15604,11017,-28464,>=740,1
471,62,Female,Checking,47,NJ,LW,23123,27433,-12930,>=740,4
472,45,Female,Investment,36,FL,HW,100,97,112,>=620 & <670,2
473,53,Female,Checking,40,LS,MW,100,123,354,>=740,5
474,25,Male,Checking,90,WS,LW,64171,67861,124652,>=620 & <670,3
475,58,Male,Saving,19,MN,HW,71124,70543,-140505,>=670 & <740,2
476,23,Male,Investment,50,FL,MW,23774,25412,117232,>=740,1
477,58,Female,Checking,2,CA,HW,44413,63851,30512,>=620 & <670,0
478,68,Male,Investment,22,MS,MW,37781,44941,30621,>=670 & <740,3
479,40,Female,Checking,76,CA,MW,106972,135130,-28158,>=740,2
480,64,Female,Checking,36,CA,MW,57989,44945,187011,>=670 & <740,1
481,44,Male,Investment,10,KT,LW,26802,38924,17238,>=740,4
482,70,Female,Investment,57,FL,MW,6111,7901,-13271,>=740,3
483,75,Male,Checking,15,NE,LW,100,117,-34,>=740,2
484,44,Female,Investment,69,MS,HW,35086,29367,75891,>=670 & <740,5
485,65,Female,Saving,71,WS,MW,11091,10183,24906,>=620 & <670,5
486,61,Male,Checking,95,CA,LW,100,81,138,>=670 & <740,1
487,71,Male,Investment,46,WS,HW,13835,9793,-25337,>=740,0
488,66,Male,Checking,48,LS,MW,2961,4170,2295,>=740,1
489,66,Female,Checking,29,LS,LW,72178,77458,-21120,>=740,0
490,50,Female,Checking,88,WS,MW,52040,36861,112756,>=670 & <740,5
491,18,Male,Investment,27,FL,MW,29800,26608,69176,>=620 & <670,4
492,34,Male,Checking,61,LS,MW,66998,51288,165416,>=670 & <740,5
493,66,Female,Checking,52,NE,MW,31934,35583,88504,>=740,0
494,64,Female,Saving,72,FL,HW,8467,6574,37654,>=740,0
495,29,Female,Checking,18,KT,MW,68078,60191,91739,>=670 & <740,4
496,72,Male,Checking,13,WS,LW,43472,57923,115965,>=670 & <740,5
497,39,Female,Checking,47,KT,MW,4068,5406,6798,>=670 & <740,0
498,40,Male,Investment,74,KT,LW,25241,32870,-22887,>=740,4
499,49,Female,Saving,49,LS,LW,8109,9475,-2732,>=740,2
500,44,Female,Saving,11,WS,MW,100,88,336,>=740,2
501,56,Female,Checking,57,TX,HW,53154,56813,-14636,>=620 & <670,1
502,72,Male,Saving,94,CA,MW,77735,112435,353975,>=670 & <740,1
503,43,Male,Saving,9,MN,MW,100,62,338,>=620 & <670,2
504,57,Male,Saving,84,FL,MW,44074,36257,-12806,>=740,1
505,26,Male,Saving,5,TX,HW,13733,12259,5896,>=740,4
506,35,Female,Saving,90,KT,LW,17821,20277,25818,>=740,5
507,58,Female,Checking,62,KT,LW,15190,10338,14556,>=670 & <740,2
508,27,Female,Saving,1,KT,HW,8400,11450,-9150,>=740,4
509,18,Female,Checking,39,MS,HW,31213,41143,73779,>=740,0
510,53,Female,Saving,53,KT,MW,9226,7610,24916,>=740,3
511,32,Female,Saving,55,CA,MW,36761,48523,38236,>=670 & <740,5
512,65,Female,Checking,25,NJ,LW,28744,24738,73512,>=740,3
513,35,Female,Saving,42,MS,LW,24026,35384,-46742,>=620 & <670,2
514,35,Male,Investment,57,MS,LW,7310,5377,18486,>=670 & <740,3
515,37,Female,Checking,60,MS,MW,15580,21176,9984,>=670 & <740,3
516,22,Female,Saving,25,NE,HW,48884,65769,-82654,>=670 & <740,3
517,33,Male,Saving,59,NJ,MW,42522,63098,-82304,>=740,2
518,38,Male,Investment,94,MS,HW,5561,6087,-12700,>=740,5
519,37,Male,Checking,7,CA,HW,32483,26388,50768,>=620 & <670,1
520,68,Female,Investment,16,FL,HW,48784,29662,-69864,>=740,4
521,27,Female,Saving,32,WS,MW,100,121,179,>=620 & <670,2
522,59,Male,Investment,69,NJ,LW,43584,35277,112089,>=740,3
523,64,Male,Saving,89,FL,MW,13434,9689,-25322,>=740,3
524,53,Female,Investment,90,MN,LW,44264,33993,30813,>=740,3
525,35,Male,Saving,68,WS,MW,10918,14602,10784,>=670 & <740,0
526,67,Female,Investment,24,MS,MW,100,92,316,>=670 & <740,5
527,22,Female,Saving,68,MN,HW,100,73,81,>=670 & <740,5
528,38,Male,Saving,67,NJ,LW,31202,45056,17348,>=670 & <740,0
529,49,Male,Saving,5,LS,MW,36493,34658,41998,>=620 & <670,2
530,32,Male,Saving,27,MN,HW,7392,9970,19598,>=670 & <740,4
531,65,Female,Checking,91,MS,HW,45964,38574,7390,>=740,2
532,22,Male,Investment,13,NJ,HW,100,107,-14,>=740,5
533,33,Male,Investment,96,KT,MW,28348,19700,110988,>=740,3
534,62,Female,Saving,22,WS,MW,100,105,390,>=740,4
535,46,Female,Checking,71,TX,HW,13704,13308,28992,>=740,5
536,38,Male,Investment,70,CA,MW,31184,34153,84645,>=670 & <740,3
537,46,Female,Saving,93,MS,HW,8489,9645,23155,>=740,2
538,18,Female,Saving,28,TX,LW,20386,27312,40380,>=740,4
539,53,Male,Saving,5,MN,MW,55157,39964,85543,>=670 & <740,2
540,69,Female,Saving,74,FL,MW,15577,12394,-21605,>=740,3
541,29,Female,Investment,90,LS,HW,50892,34903,200643,>=620 & <670,5
542,69,Female,Saving,100,MS,HW,1757,1582,700,>=740,0
543,73,Male,Investment,84,LS,HW,43245,50618,56998,>=620 & <670,2
544,51,Male,Checking,70,LS,LW,66039,69483,-6888,>=620 & <670,5
545,64,Female,Checking,97,LS,MW,100,68,196,>=740,3
546,27,Male,Checking,11,MN,MW,10077,6493,20829,>=620 & <670,3
547,50,Female,Investment,17,WS,MW,44426,34576,108552,>=740,4
548,65,Male,Saving,10,NE,HW,24923,22208,102407,>=620 & <670,5
549,44,Female,Checking,45,CA,MW,39278,44560,-94402,>=620 & <670,2
550,57,Female,Investment,19,MN,LW,14900,19911,-29933,>=620 & <670,5
551,72,Male,Saving,95,MS,LW,32164,37274,-47494,>=620 & <670,2
552,62,Male,Checking,58,MN,LW,26108,20575,89390,>=670 & <740,4
553,51,Female,Investment,62,LS,HW,59194,43046,312118,>=670 & <740,4
554,75,Male,Checking,22,MS,LW,36360,47641,38877,>=620 & <670,3
555,59,Male,Saving,50,NE,MW,38440,54645,60675,>=620 & <670,2
556,73,Female,Saving,49,KT,HW,19703,13588,4757,>=740,4
557,52,Male,Saving,26,KT,HW,17809,19672,87182,>=620 & <670,1
558,51,Female,Checking,63,FL,HW,19186,11828,79632,>=670 & <740,5
559,37,Male,Investment,36,MS,MW,39861,55439,-126456,>=670 & <740,1
560,39,Female,Investment,18,NJ,HW,19475,20811,75228,>=670 & <740,1
561,54,Male,Checking,40,LS,MW,37244,40521,-6554,>=740,4
562,61,Male,Saving,40,KT,HW,81885,80825,2120,>=670 & <740,0
563,53,Male,Saving,41,WS,HW,51778,66736,-59832,>=670 & <740,3
564,65,Female,Saving,100,CA,LW,21849,16742,59019,>=740,4
565,57,Male,Investment,30,CA,MW,60030,55427,138472,>=620 & <670,4
566,72,Female,Investment,84,TX,LW,19798,18782,41628,>=620 & <670,1
567,32,Male,Checking,98,MS,HW,100,145,-90,>=740,1
568,22,Male,Checking,79,MN,MW,4797,6620,-16886,>=670 & <740,0
569,56,Female,Investment,41,FL,MW,100,126,374,>=740,0
570,46,Female,Saving,32,KT,MW,21212,31509,-104824,>=740,5
571,21,Male,Checking,57,FL,HW,30460,39485,-66560,>=620 & <670,3
572,36,Male,Investment,67,WS,MW,71910,84961,-13051,>=620 & <670,4
573,75,Male,Checking,53,TX,MW,38173,29049,132767,>=740,3
574,23,Female,Checking,89,WS,HW,24522,17439,-45234,>=740,2
575,23,Female,Investment,66,LS,HW,50735,47732,155208,>=740,1
576,39,Male,Saving,19,WS,HW,100,64,108,>=740,3
577,36,Male,Saving,17,CA,LW,35890,46257,-149138,>=740,3
578,52,Male,Investment,64,CA,LW,49271,58806,-38140,>=670 & <740,0
579,56,Male,Saving,71,NE,MW,100,110,90,>=620 & <670,1
580,21,Female,Saving,19,MS,MW,58593,79347,-62262,>=620 & <670,0
581,24,Female,Saving,21,NE,MW,38462,47014,98282,>=670 & <740,5
582,55,Female,Saving,12,NE,MW,19617,27616,-90847,>=740,4
583,22,Female,Checking,18,NJ,MW,45819,38807,73867,>=740,1
584,62,Male,Investment,8,NJ,MW,86767,128537,305298,>=740,5
585,62,Female,Checking,78,TX,LW,34546,38609,56903,>=620 & <670,4
586,54,Female,Investment,94,MN,MW,36205,27585,125855,>=740,2
587,30,Male,Saving,4,MN,MW,18515,13074,-15266,>=670 & <740,0
588,39,Female,Investment,82,CA,LW,8753,6836,5751,>=740,0
589,37,Female,Investment,71,TX,HW,50758,35655,45309,>=670 & <740,5
590,54,Male,Saving,25,TX,HW,8597,12294,-14788,>=740,0
591,59,Male,Checking,20,MN,HW,31789,34436,-42377,>=740,3
592,65,Male,Investment,39,LS,HW,18058,15962,74328,>=670 & <740,4
593,61,Female,Checking,9,WS,LW,41974,26362,115172,>=740,4
594,42,Male,Investment,15,NE,HW,38341,33856,-63227,>=670 & <740,0
595,49,Male,Checking,58,NE,LW,55938,48782,-90408,>=740,0
596,67,Male,Saving,57,KT,LW,17249,17842,50561,>=620 & <670,2
597,48,Female,Checking,19,NJ,HW,23253,33582,72354,>=670 & <740,5
598,20,Female,Checking,92,KT,LW,5530,4865,665,>=670 & <740,3
599,74,Male,Saving,67,NE,LW,18892,24231,64890,>=670 & <740,1
600,30,Female,Checking,69,TX,HW,39432,47476,23344,>=620 & <670,2
601,25,Male,Investment,72,KT,LW,48924,53242,84894,>=670 & <740,1
602,63,Female,Investment,32,WS,LW,6945,8000,-11165,>=620 & <670,1
603,19,Female,Investment,7,NJ,MW,51740,35054,136852,>=740,4
604,75,Female,Investment,46,NE,MW,63890,49727,333613,>=740,3
605,54,Male,Saving,90,MN,LW,40335,35468,100138,>=740,1
606,32,Male,Investment,34,TX,MW,76919,94583,177765,>=740,2
607,47,Female,Saving,9,MN,LW,10655,10983,-11639,>=740,2
608,56,Male,Investment,14,FL,HW,100,131,169,>=740,2
609,52,Female,Checking,76,FL,LW,100,81,-124,>=670 & <740,0
610,39,Male,Investment,76,FL,HW,67401,66849,68505,>=620 & <670,5
611,60,Male,Investment,92,LS,HW,46359,32585,101455,>=670 & <740,4
612,24,Female,Saving,40,FL,LW,28610,19966,63186,>=670 & <740,3
613,59,Male,Saving,28,WS,HW,36999,52277,169717,>=740,1
614,60,Male,Checking,69,NE,MW,1862,2085,-446,>=740,2
615,37,Female,Checking,92,TX,HW,91143,102486,45771,>=740,1
616,72,Female,Saving,48,KT,HW,33230,19963,106261,>=620 & <670,2
617,73,Male,Saving,56,LS,MW,32734,29012,14888,>=670 & <740,3
618,52,Male,Investment,23,MN,LW,48144,52952,-67376,>=620 & <670,2
619,73,Male,Saving,2,NJ,MW,42025,30661,45456,>=620 & <670,0
620,26,Female,Checking,90,LS,HW,35597,41325,-22912,>=740,3
621,42,Female,Saving,24,FL,MW,10238,11468,38492,>=740,4
622,35,Female,Investment,74,TX,LW,41786,26495,87659,>=620 & <670,4
623,48,Male,Saving,94,KT,HW,77050,114442,-226618,>=740,0
624,51,Male,Saving,61,NJ,MW,63635,69061,110992,>=740,0
625,75,Female,Investment,100,MS,MW,69829,74116,56968,>=670 & <740,2
626,69,Female,Checking,22,MS,MW,17219,19593,-7122,>=620 & <670,5
627,48,Male,Investment,7,NE,HW,5259,6110,-8663,>=620 & <670,1
628,50,Male,Checking,33,WS,MW,26855,22764,57801,>=740,0
629,56,Male,Investment,95,WS,MW,31393,29283,-25063,>=740,5
630,33,Female,Saving,68,MS,MW,57354,38769,37170,>=740,3
631,66,Female,Checking,31,MN,HW,100,75,275,>=620 & <670,5
632,34,Male,Saving,22,MN,MW,68238,59451,290526,>=670 & <740,5
633,63,Female,Checking,34,WS,MW,26049,25821,-25137,>=670 & <740,5
634,38,Male,Saving,69,TX,HW,19327,19106,58644,>=670 & <740,2
635,35,Male,Checking,84,LS,MW,4697,6086,16010,>=740,5
636,55,Male,Investment,44,WS,MW,100,60,40,>=620 & <670,3
637,24,Male,Investment,58,TX,LW,50579,43243,57915,>=620 & <670,4
638,23,Male,Investment,85,CA,HW,31832,37379,153613,>=620 & <670,4
639,26,Female,Investment,98,LS,HW,100,76,-52,>=670 & <740,2
640,47,Male,Investment,59,NE,HW,100,122,234,>=670 & <740,1
641,67,Male,Checking,100,MS,MW,21605,19431,-36688,>=740,2
642,29,Female,Saving,63,CA,MW,71725,54553,232347,>=620 & <670,4
643,67,Female,Saving,79,NJ,HW,23510,29243,-5733,>=620 & <670,0
644,54,Female,Checking,3,MN,LW,100,117,-368,>=670 & <740,1
645,62,Female,Checking,74,MS,MW,23856,34493,-42548,>=670 & <740,3
646,72,Male,Investment,29,MS,MW,23181,28288,64436,>=740,4
647,40,Female,Investment,39,FL,LW,100,149,451,>=670 & <740,4
648,72,Female,Saving,59,NE,MW,28642,21738,-58310,>=740,1
649,37,Female,Saving,81,TX,MW,24226,33836,29232,>=620 & <670,0
650,30,Male,Investment,76,CA,MW,47405,31130,143635,>=740,4
651,71,Female,Saving,5,TX,LW,76223,99775,-322877,>=620 & <670,1
652,69,Female,Investment,69,WS,HW,58164,47094,11070,>=740,1
653,49,Male,Checking,80,MS,LW,23277,27557,-31837,>=740,0
654,75,Female,Saving,59,LS,LW,2336,2644,-308,>=740,4
655,69,Male,Saving,26,FL,MW,94333,127567,55730,>=670 & <740,0
656,61,Male,Checking,28,MS,MW,31480,28393,-53699,>=620 & <670,3
657,28,Female,Investment,22,MN,LW,30348,34104,26592,>=740,5
658,57,Female,Saving,3,MN,LW,29396,17828,-24088,>=670 & <740,5
659,69,Female,Investment,17,CA,LW,34952,29494,21832,>=670 & <740,1
660,57,Male,Investment,24,MN,MW,26390,17924,25398,>=670 & <740,0
661,53,Male,Saving,16,KT,HW,15658,18116,42058,>=670 & <740,5
662,60,Male,Checking,7,CA,LW,16328,11989,17356,>=620 & <670,1
663,60,Male,Saving,83,TX,LW,29181,28924,-28153,>=620 & <670,0
664,65,Male,Investment,23,WS,HW,16414,17014,-600,>=740,1
665,64,Female,Investment,75,TX,MW,12178,15495,5544,>=740,0
666,38,Male,Saving,31,FL,HW,32660,30634,34686,>=740,4
667,49,Male,Checking,19,CA,HW,23625,23849,22953,>=620 & <670,3
668,64,Male,Investment,46,NE,LW,67599,48298,357296,>=670 & <740,1
669,25,Female,Checking,54,WS,HW,100,79,142,>=740,5
670,57,Male,Investment,71,CA,LW,57287,78556,72036,>=740,3
671,71,Female,Checking,2,FL,HW,61152,50266,-17608,>=740,1
672,75,Male,Investment,1,FL,HW,100,63,337,>=670 & <740,4
673,43,Female,Investment,13,MN,MW,21432,14461,-36412,>=670 & <740,1
674,40,Female,Saving,83,NJ,LW,20713,24899,-58170,>=740,4
675,65,Male,Checking,60,WS,HW,100,96,-84,>=740,5
676,18,Male,Checking,89,TX,MW,10554,9149,13364,>=740,5
677,23,Female,Investment,8,KT,HW,2235,2698,-463,>=670 & <740,2
678,47,Male,Checking,47,WS,MW,73806,91105,186820,>=620 & <670,2
679,33,Male,Investment,62,LS,HW,53391,65807,188732,>=670 & <740,2
680,75,Female,Investment,88,FL,LW,61788,40596,22980,>=740,4
681,51,Male,Checking,91,KT,MW,48041,51863,-63329,>=740,2
682,69,Male,Saving,59,NJ,LW,1773,2496,2823,>=620 & <670,1
683,35,Male,Investment,19,MN,LW,16886,13235,88081,>=670 & <740,3
684,61,Male,Checking,45,FL,MW,42234,49845,27012,>=620 & <670,0
685,73,Male,Investment,83,TX,MW,100,90,330,>=740,4
686,60,Female,Checking,39,LS,LW,47824,62669,-92359,>=670 & <740,3
687,41,Female,Saving,19,TX,LW,23991,35041,49873,>=740,4
688,36,Male,Saving,91,WS,LW,20629,14548,32791,>=670 & <740,2
689,41,Male,Saving,72,MS,MW,47773,70714,-116596,>=670 & <740,4
690,28,Female,Saving,4,FL,HW,41106,53095,5139,>=620 & <670,0
691,65,Female,Investment,91,NE,MW,20975,18056,68763,>=740,4
692,64,Female,Checking,89,NJ,HW,58983,83175,34791,>=670 & <740,0
693,43,Male,Checking,46,NJ,MW,2973,3411,-876,>=740,2
694,30,Male,Saving,69,MN,MW,45398,66365,-38470,>=620 & <670,3
695,38,Male,Investment,47,FL,LW,44827,61342,-110887,>=670 & <740,0
696,36,Female,Checking,40,MN,HW,22261,15111,73122,>=740,3
697,69,Female,Checking,21,FL,HW,38153,37114,153651,>=620 & <670,1
698,37,Female,Investment,43,NJ,HW,100,113,287,>=620 & <670,3
699,58,Female,Checking,23,KT,MW,53100,59000,-11800,>=620 & <670,3
700,36,Female,Saving,39,LS,MW,25377,27999,45510,>=620 & <670,0
701,27,Female,Checking,82,MN,LW,16931,20305,-30427,>=620 & <670,3
702,62,Male,Saving,16,NE,MW,56225,82851,32572,>=740,3
703,54,Female,Checking,81,MN,HW,12391,16559,20614,>=740,2
704,28,Male,Saving,41,MN,HW,100,72,128,>=670 & <740,2
705,44,Female,Saving,38,NE,MW,100,144,212,>=740,5
706,29,Male,Investment,97,WS,MW,45150,62541,83277,>=670 & <740,5
707,62,Female,Saving,69,LS,MW,100,72,-16,>=670 & <740,3
708,44,Female,Saving,14,CA,LW,73869,59021,88717,>=670 & <740,3
709,22,Male,Saving,3,MN,MW,100,122,-288,>=740,4
710,51,Female,Saving,91,NE,LW,72411,96532,-48242,>=740,5
711,27,Male,Checking,17,CA,LW,35275,23660,187990,>=620 & <670,0
712,67,Female,Checking,6,CA,LW,27582,36235,101675,>=740,0
713,34,Male,Saving,39,MS,HW,16377,21357,39171,>=740,1
714,29,Female,Saving,12,WS,HW,39978,57874,26268,>=670 & <740,1
715,72,Male,Investment,73,NJ,LW,29059,32555,-36051,>=740,1
716,36,Male,Investment,1,NJ,HW,57582,82251,16488,>=670 & <740,5
717,55,Male,Checking,87,NJ,LW,32855,30204,10604,>=670 & <740,4
718,32,Female,Saving,98,TX,LW,33757,23605,-26906,>=740,2
719,63,Female,Investment,93,MS,LW,20909,21836,18128,>=670 & <740,4
720,65,Female,Investment,57,CA,MW,28576,24619,65066,>=740,0
721,75,Female,Investment,48,WS,LW,37695,45488,180682,>=670 & <740,3
722,51,Male,Saving,19,FL,MW,100,113,-126,>=620 & <670,2
723,30,Female,Saving,77,FL,LW,100,135,60,>=670 & <740,5
724,67,Female,Investment,52,TX,MW,48581,55520,-27756,>=740,2
725,27,Female,Saving,16,NE,MW,34271,27682,40860,>=620 & <670,5
726,21,Male,Checking,87,MS,HW,25400,23986,80442,>=620 & <670,2
727,57,Male,Saving,85,KT,HW,30460,40007,-59101,>=740,3
728,49,Female,Investment,44,KT,MW,38689,56382,-186839,>=740,0
729,42,Female,Checking,49,MN,MW,16506,10391,51357,>=740,5
730,28,Female,Checking,18,NE,HW,10542,10950,-33258,>=740,4
731,61,Female,Checking,72,WS,MW,34896,33229,6668,>=740,5
732,40,Female,Checking,8,MS,MW,5540,3963,4731,>=740,5
733,55,Male,Investment,44,FL,LW,40206,36612,-25830,>=670 & <740,0
734,60,Male,Saving,31,NE,MW,100,141,-323,>=620 & <670,2
735,28,Male,Investment,42,MS,MW,55728,76739,-28316,>=670 & <740,0
736,62,Female,Investment,3,TX,MW,41814,39776,169294,>=740,3
737,24,Male,Checking,64,KT,HW,36400,43703,-58309,>=670 & <740,3
